ph,Chloramines,Turbidity,Potability
6.209642259708484,7.879347670859675,3.6125196149467143,0
6.762832521891738,7.884990657868601,4.916579160751283,0
9.91871706385417,6.799841410225563,3.385508443856719,0
10.15544017022192,6.655126362567496,5.002467259922081,0
8.721726710620581,6.325442403664851,2.5550269039968736,0
7.080794504276835,7.659203939381076,4.383921813522324,0
7.080794504276835,6.869690215355936,3.355164642176155,0
6.099646705468387,8.457830699274377,3.172789769152877,0
9.026787719511631,6.588374366182638,2.0190420182011657,0
6.953371603389549,5.495737654707861,3.651865808422898,0
6.140877556947864,7.587196417947506,5.359460295012964,0
7.077874006530455,6.181839616382845,4.764508264921448,0
5.488314309012512,8.18741579072919,5.066786271784542,0
7.205559174588729,6.202469332114029,3.710053125679874,0
9.177869865892433,7.726040434165082,3.1087699879134547,0
4.270716194733736,7.391510138420656,3.763905902952325,0
7.348844511550613,8.889558679820604,4.880875156180851,0
8.526169869777789,7.483708837987377,5.083014141516923,0
7.080794504276835,8.330388898197661,3.995973787492761,0
2.612035914817261,6.79643915408815,4.765205370159007,0
8.490571562027739,8.27079293672615,3.875556805136775,0
7.080794504276835,6.957204178586864,3.3985925873166565,0
8.858401531200467,7.954015627092478,5.525726338121716,0
6.09815652147278,6.4430978778694525,3.9773623643299727,0
8.41997068212899,3.998265840980654,3.962478314282775,0
9.286155021432371,7.289866041052649,5.239981870081682,0
7.875895135481787,7.303126583151656,4.238589203481521,0
7.725332908074757,8.38676100823379,3.7248367036447,0
3.388090610523891,8.569781529733312,2.798600948267049,0
6.745306715080959,7.165509192468924,3.9023525898765015,0
7.080794504276835,9.615147026994794,5.6290156360573285,0
7.183825723393187,9.008495193731893,4.597165511526862,0
10.111976704648654,5.392651282023056,3.425763242173682,0
7.397413298543417,6.888688939098406,3.149157510432673,0
7.812804388310308,7.334647639669251,6.204846358828904,0
6.877456932576713,7.091521514260433,3.827650071735445,0
7.080794504276835,7.687037185889347,4.664350321001553,0
7.080794504276835,7.136498391730543,4.197595209206819,0
7.521051678672175,10.449450309656791,2.8807853472938367,0
8.550875469289338,7.822528490547928,3.772886607458768,0
10.308477656813704,8.912266340684624,3.285077052469842,0
7.080794504276835,9.90614662722374,5.052736766116998,0
7.371085073209565,9.616330436939966,4.4125895367028125,0
11.180694664461903,6.094000530523799,3.8098416540991424,0
6.506487766502467,6.201982767323312,3.5487755887477364,0
6.643935774662305,3.749625148300965,3.8129529259917896,0
5.033773989751668,7.121477448104934,3.2449484773190638,0
6.91260756198984,4.916302562031351,2.6122489531921698,0
7.977635990880497,9.63563608296433,3.552129499701653,0
6.078335836509272,8.130472208247298,4.20158090550856,0
6.242414484103846,7.130436799595529,4.5087050978944845,0
6.063354789891076,7.484103646670236,3.4673369148168574,0
8.129585513966727,9.00600774687328,3.3625371351987914,0
9.56240594378952,5.820655207859319,3.7627198370300334,0
8.167792632308252,7.262416638654269,4.289395484098247,0
8.594416135206476,5.91269062429658,3.568991707976406,0
7.080794504276835,4.963124049313229,3.679795034755029,0
6.825467900630395,6.137757462086741,3.027449578045163,0
7.861177700998561,7.923315374812149,4.157656628375073,0
4.965773559644967,6.250578031106523,3.4217668494012576,0
6.207432967614718,5.819022939611381,3.549298841293145,0
7.080794504276835,8.071051028920468,4.417559791016322,0
9.76925100608684,8.349709766709022,4.636556195256859,0
9.630665479903348,6.925706079789448,4.920091157959163,0
5.187471605436375,6.913910913807519,3.2032578962619933,0
7.633570087677555,9.900546897053909,2.927066766886376,0
5.771199049813688,6.531261269813094,4.688959065495114,0
6.579969329401555,4.506293474405815,4.575931871590866,0
4.80115436807586,8.977286380775292,4.418638131667752,0
7.948815718151566,5.851964962404888,3.692250861269816,0
6.906992171811655,7.302351651289456,2.124759352216301,0
7.080794504276835,6.773698985660693,4.444350199227698,0
7.080794504276835,4.646211052742901,3.4631725477162503,0
8.46133087400179,8.679151555836665,3.771944146409479,0
7.726134807902507,6.313181872058335,3.72063690445242,0
7.080794504276835,8.769670289862692,3.777737413505429,0
8.927078148301744,8.54973827385147,4.60186095914794,0
6.208015539719022,8.21493885317026,4.334615732320451,0
6.128425635295917,7.62791913004187,4.633823861920798,0
7.080794504276835,9.189106138402456,2.6789107131905774,0
7.308048848275572,8.105802881560642,3.696119711501417,0
7.080794504276835,6.554996212799919,4.35323858897122,0
8.640886408909486,6.967094561617943,5.2631015720413785,0
7.080794504276835,6.810069234906923,4.1025294815021445,0
8.153210075272153,5.828357794463706,2.905788134056523,0
8.293720110388866,6.440999765643898,3.954715282670768,0
7.080794504276835,6.689877624940245,3.310858508001268,0
7.080794504276835,7.074531320872402,3.7066017915406855,0
9.489972878325856,4.735332223870278,4.219967522355668,0
7.83097634338162,4.8452054756401095,4.588784656948855,0
4.430281211546542,8.96137237710277,4.384565155637755,0
7.240739638887768,7.751285440069857,3.556297467154506,0
7.080794504276835,8.764168678117553,3.6655217644695215,0
6.867301321799131,5.529942235981782,3.8235950398688825,0
6.129637014813746,8.830102319230392,4.615886181275908,0
7.917049443177883,9.220128211470378,3.659484624888592,0
6.511618075241813,7.685775096243834,4.850433707754168,0
5.32381558430839,8.879822933865775,2.8807218458729342,0
6.769572868656792,7.121263608584251,5.220540269610252,0
5.877974040440475,5.701659125426225,4.0322595038243865,0
9.534021716164196,6.1057084885387765,2.7682389284849696,0
6.340027628047595,5.809031561747345,3.6860013242472816,0
8.661592429959121,7.897856522244711,3.6704310100631887,0
5.653506134793232,6.501596204518965,5.198985503613217,0
6.6260121840753055,7.658746878098305,4.194313129305396,0
7.793833572993554,7.567676884281859,4.172935335264329,0
7.593127650277594,6.297542535705276,3.377337638120141,0
7.362736501949787,5.317019274608898,4.408513182397498,0
9.32030544529501,4.405034532267237,4.20580973235456,0
3.719791644371925,7.683742220804051,2.7183977338802885,0
6.655605025818962,8.984236816261834,2.9516447152886705,0
9.868877880662472,3.351597819645086,3.355489790912581,0
5.590614435866259,7.989640669861106,4.726845016869534,0
5.554436511156818,7.761431064306929,2.0959140868029458,0
4.126528715100222,5.366011335667973,4.460200983755287,0
5.970035656942926,5.293918606634048,5.428674071623728,0
7.080794504276835,4.933662227016633,4.600927568902867,0
8.369154353699956,6.600853063787393,3.629749330548915,0
6.284248242254425,7.910711202319294,3.377132288772658,0
11.26782838471403,7.205414119605922,4.153347001241887,0
9.298018008096014,4.249701619995494,3.6813242439844016,0
7.895469245942458,7.205262042399628,4.236947299515631,0
7.947485785725746,6.958283209737815,3.700853839705055,0
10.026159156427404,7.428313128360553,4.182277581713326,0
6.48819323961521,8.951692284573435,4.592073570820997,0
5.869736755337525,6.5977643395030885,4.689315047790611,0
7.080794504276835,6.324879788817687,3.659974811789956,0
5.304142660215901,6.28604310963364,4.165723663998691,0
7.533614822992929,5.890684293730958,3.462763987423452,0
4.07760772456597,7.923973951449605,2.758658531189276,0
7.080794504276835,5.609440345508508,3.873853349593973,0
7.0861684008433095,3.615890517202109,3.4165397533412,0
6.271012171064563,8.372997048507226,5.303581360575867,0
7.95776834399615,7.841541552765099,3.4507458924446017,0
8.875642278454443,5.318731980337871,4.006991558563305,0
7.080794504276835,7.472249065980871,4.358298340908286,0
6.613709117641848,7.22297155669755,3.539771111373992,0
7.735705021751655,7.675826174302703,2.1486115361452747,0
9.925041328429108,6.110019418331791,4.703803488576944,0
9.002583109651113,7.244753274494474,4.904837414733298,0
5.095766464935885,10.219804099110648,4.352193469514868,0
8.594677108362674,6.394463065325563,4.754072499317674,0
7.083779060507377,4.210284080582492,3.887680684530791,0
7.682872498072526,5.396716118190096,3.778606787628922,0
7.080794504276835,5.911870511633376,3.313199021657446,0
6.419772473512519,7.767863486950716,3.095233156816077,0
4.443238899143103,4.948814508726159,3.268324835835596,0
6.978664262373817,6.500825401623311,4.766943236072579,0
6.623613565745125,6.049600899198109,2.9151659507443948,0
3.664710561719395,5.682035301583484,3.3161576568421625,0
4.814135620889671,8.12108014749549,5.190851804612128,0
5.779673705175217,9.458128323622883,4.656377232957477,0
6.93781878337901,7.380882984336822,3.724089564346497,0
7.436782609345538,6.500052537164006,3.727663719207471,0
4.723312573250525,5.922450614186979,3.917586695104175,0
9.380658050788323,4.271544671064371,4.034349047158281,0
7.810144933196836,7.214895724180281,4.033773709343139,0
9.436637164251444,7.700100188125377,4.411117439774963,0
9.406325752898285,6.156110794077742,3.097277957477165,0
6.32125931522299,5.987876583564684,4.5014572038139855,0
7.080794504276835,8.59416288489055,3.605154198874472,0
4.7053564957747,6.7672979897863685,3.437450134017187,0
8.896418988301798,6.011342433002107,3.700945732714745,0
6.581878201548969,8.11473101538499,4.201662864465836,0
6.755145901551625,8.757133178602194,5.162729749397485,0
9.445129837868656,9.44447108562294,3.8751652466165463,1
9.024845037417505,8.016422649173737,3.985250505743576,1
7.080794504276835,8.519729851090208,2.7473129992921272,1
6.800119090315878,9.50169458771527,3.854939899721073,1
7.174135162807995,7.681806287243673,3.939895656598684,1
7.657991236998258,6.28906485943393,2.437296287559579,1
8.322986672402298,8.827061283189618,4.052135727552661,1
5.934279093094346,4.602849947565755,5.217895023653352,1
9.80272078232571,9.218150392671168,2.764633881427262,1
6.101955230748901,8.857160043515526,3.5355963295430235,1
4.997770601283687,6.130756541740465,3.4046329060198497,1
4.815766790717072,7.461170474153534,4.37522381127182,1
6.548020558130832,6.749377795488941,3.6118603716661046,1
13.175401724233025,8.907019729031202,4.106924490038661,1
6.618010905584669,4.70104934575262,4.437695749140042,1
7.788054732605206,6.998961533138952,3.3687572170739832,1
5.191834327140628,7.23869130092435,3.859800939300224,1
5.626339528125955,5.210368684159841,1.94331877663582,1
6.869638941459091,8.803174745405899,4.72670245351097,1
9.058628424072683,7.251978855273583,3.652134470079709,1
7.29188832527326,9.754475933171076,5.328712788466374,1
7.275908773683996,7.886854526878826,5.062297798479729,1
6.512737123980129,12.580026491367864,4.612963629350583,1
7.207886781343905,8.066059052365775,3.762741072399466,1
7.080794504276835,6.629599183312762,3.772919264661592,1
5.324941855611651,13.043806107761023,4.427137925692965,1
7.082300649174803,5.443386888459755,3.485577388223123,1
5.334183579602803,6.048524614023226,5.091357101284415,1
10.761897799889317,8.477393872457034,4.661798516052168,1
6.286806948436977,7.483257698182117,4.1048632751894125,1
9.79455869937693,9.390842592507877,2.9454187377034105,1
8.210443565143713,10.422841783337924,4.976055159693945,1
6.9417194379777,6.697194091092364,4.563183171238155,1
10.356118827208377,9.158703902851247,4.201849441297085,1
7.958984291884183,9.537735147164778,4.698007916123446,1
3.882631081313793,0.5303512946996154,3.734001386870361,1
5.671773833095615,7.500573232707446,3.833159745782932,1
10.003300539211928,12.912186637308174,4.746381859076648,1
6.552847474374976,8.691206175159937,4.687986155246704,1
7.628552723143854,8.337610433523373,4.182057147919716,1
4.790840540243071,4.5545736271835455,3.258858945031528,1
7.710959938844849,5.389248620834634,4.288946820394494,1
8.291299005968142,8.76787503481929,3.4247019206523897,1
6.193170101205059,4.73936011678666,3.466645288112605,1
9.032660579144682,6.157490739246978,4.927218272272612,1
6.139493740895693,6.2508080744554935,3.260906852708671,1
7.129424730462989,7.487823264368269,3.418610802866979,1
7.080794504276835,5.626787290346799,4.109590274369244,1
5.418503763025523,4.357087861232644,4.506539591260472,1
8.075494507899103,10.493840916586826,3.682919645453329,1
7.080794504276835,7.057577879965413,4.08170139800861,1
10.04967371845643,8.550572663151964,5.133477823277881,1
5.667650646643197,8.77430610207418,3.633213756490487,1
7.080794504276835,7.589868762328599,3.8079200615963935,1
8.92398060773871,12.36328482531005,4.155583189522957,1
6.428866313188399,6.153472446645003,4.184783371809045,1
6.960603501688507,4.297889825381638,4.978820187753845,1
5.873675845828995,9.212778721662858,5.412090884919163,1
6.795469009842269,7.486598423987717,5.163088153779066,1
10.041027974912506,7.939074357822587,3.8075626058306695,1
7.080794504276835,8.4126881311681,4.12478067750866,1
7.296037733901175,5.196212760217538,4.168526117629012,1
7.080794504276835,7.028796693518548,3.4975773906550995,1
5.862641232845869,4.382721317231579,5.507420939572829,1
7.29214180515922,9.511792391790864,4.466912564165001,1
8.062805643024472,9.889949954589298,4.471842000471335,1
7.821970940156012,9.08403988031659,3.532958335149624,1
11.301793996392291,8.517986143491289,3.309580397460676,1
6.593764313289441,9.785695834102263,2.346578095251962,1
9.161088612884836,6.105573328902787,4.888061137333914,1
7.080794504276835,5.819091706675172,5.922581691937248,1
4.642953052237968,7.707342332983643,3.982867293106576,1
7.798453676201213,11.0788724789145,4.107267203260775,1
5.564342490630351,7.212253930841305,2.2859878491983503,1
7.88659122732868,11.1707886197812,4.589983507854727,1
7.443189014292676,4.313264845761401,2.6648327961143745,1
3.657123132566738,9.100772079375536,3.3146297303616934,1
9.597191856878178,7.9444693087435,5.145152870605282,1
6.9642259425787305,7.675187645707463,3.9904375721644056,1
7.672909522943807,6.231913253120573,4.268227481536438,1
6.7370040722130575,8.37365987599885,4.063170288841773,1
7.080794504276835,8.109345860796047,4.135745328854322,1
5.382489039471649,5.551990467549905,4.173330283253801,1
7.022952113429302,10.95620545551429,4.971907098518464,1
7.080794504276835,6.482037973776359,2.9691360985959387,1
10.026223807942117,6.61411403077891,3.736228470573536,1
5.583832998476663,6.594616790228106,3.870156920624293,1
7.952929115572246,6.87941838808556,5.260014766135651,1
5.500186640904189,8.369354097772296,4.178478951476263,1
7.54370046605691,8.493406748544633,3.630536578397464,1
6.848331559049443,5.164448054837886,4.396604556065476,1
7.080794504276835,10.38254659052252,3.7795544920225694,1
5.9102517293372046,6.636550648923896,3.660922907594773,1
8.716820333772386,7.123611322699021,3.2051287672092674,1
6.016889135653399,5.2016877576618334,4.422269232921709,1
9.567822726280443,5.149999932263159,4.197919054995084,1
4.296247023728075,4.955218159094366,4.16332898150423,1
3.551579176967154,8.925515312294525,3.965993969608624,1
8.52966934763357,8.926826327180082,3.776040837433535,1
8.065339036104211,7.490944013599902,3.75639170748219,1
9.158445163262003,8.151080662487415,4.525236730798256,1
8.848586282929045,13.127000000000002,4.014681857976119,1
9.495456381941786,7.52737530907068,4.168541279325788,1
8.052893916459475,7.217787957548947,3.6348445415750232,1
2.798549098862777,7.116897432866793,3.6632522218404526,1
6.425873866275697,7.571122584488707,3.731936502753873,1
7.757269665668284,7.635152992155966,4.165432285611471,1
7.748654706492547,10.713096621882292,2.51181049287789,1
5.117390302624234,6.207729477942272,3.9371884418353353,1
7.481535362094441,4.870660378027012,4.262065436945668,1
5.374222584708865,3.239580330769817,3.642778438412919,1
7.063646975622253,6.275304600259224,3.395866240165589,1
6.87645104288265,5.630557592180706,4.54534092739007,1
4.812433652167467,4.362641197928316,3.020995900341481,1
4.99353073414005,6.467744129004743,3.153809336970371,1
4.78886106249815,10.850036483517218,2.8968521864425583,1
4.037287739350788,7.779459314488093,3.045048569942414,1
6.505872509363588,6.775277154369163,4.497528596739858,1
6.77977396685122,7.322671668758123,2.729104523430528,1
6.952511673596021,6.3008707021111,4.105495485312567,1
5.628406919430697,8.012496989065786,5.050683115260018,1
5.966000488790355,4.466577191045226,4.177139265761123,1
6.3194315449597305,9.960552065163297,2.6531266883388063,1
8.027247869950068,6.087237734755403,3.480640836854313,1
8.882684452292407,5.209778932956265,3.8279208670614113,1
5.991283475366895,7.3838186809894655,4.840562301475423,1
10.272444272154384,10.068205367364207,3.179884727399671,1
7.080794504276835,7.207846353642049,4.72812398548281,1
6.105140135043556,7.369360303120931,3.1030898440692822,1
9.443358884146123,8.024953110998103,3.4866464085132063,1
6.887414371129534,10.514466037259698,4.564188355184362,1
6.512900833266178,4.613310782608283,4.404040364778451,1
5.772718094851822,8.63071896535268,6.494249467472996,1
4.912557262009445,7.9279769445687425,4.897372508450066,1
9.73956194896991,7.23592175948416,2.568079876725237,1
5.5419790193089264,10.236175974570024,3.6729759831771327,1
7.080794504276835,9.005942788081622,3.6017354805033044,1
7.080794504276835,6.2297365643921605,3.4517400465867496,1
6.448931033409073,9.077984756164897,3.6221955223639024,1
5.477912294546052,5.810456913118141,3.774256121104987,1
8.544708661673045,7.555029709998242,2.3181524802481963,1
7.37859701625866,5.941011848136729,3.215219463201259,1
6.664003050003359,5.257789016285808,2.227727884059556,1
6.775582812405084,8.254114831284221,4.333636278302867,1
8.736371210915214,8.85554447353044,3.802116117316719,1
7.146976296126542,6.890505480307937,4.025762215893221,1
7.080794504276835,6.2539803924667305,5.6522221130790165,1
5.040331692395899,5.929307621591023,3.603325615207352,1
7.080794504276835,5.037261233655401,4.003819011511167,1
7.745499128179053,5.2643100454838105,4.043334781475608,1
6.259651602740059,8.56548727319319,4.213405262223435,1
8.596391179552715,5.124129421964379,3.519884366217547,1
5.767349596865663,7.728859875071584,3.896090487367949,1
7.0889406421502255,8.08824196976233,5.661104287047449,1
8.029181612754343,8.433448388281507,4.388551011831945,1
7.080794504276835,7.440023939584451,4.120931424045978,1
4.72578556493077,5.03601005290663,3.156331419586468,1
8.195765359895596,6.2954050221532505,3.218709224251616,1
6.4437536684450585,2.4843799772443687,4.498684931428612,1
7.039094321089831,4.945555199305746,4.366031350632882,1
7.080794504276835,8.932763593498796,4.407566169075395,0
7.080794504276835,6.66634287546027,5.110414148991792,0
6.945224092344811,5.55166044710827,4.823082013933822,0
5.742110407437118,6.202721182268095,3.323069563743198,0
5.596627849736466,8.435470110486323,5.235111120685716,0
7.350378986684694,10.41658888057755,3.6639221839230154,0
6.262798867453871,4.528076190732979,4.0125175583490025,0
9.927023723224528,8.008618310012316,4.051733473083127,0
5.381407519092974,7.457245263944493,4.364066934823452,0
4.961352728384606,9.922077892734912,3.902837833888625,0
6.4570975247378914,8.832137591649273,2.637364885184688,0
6.53936951037342,6.485594270819234,4.527364378116469,0
6.252410004649734,7.018164992223185,2.722908160538052,0
7.967344823111111,9.86823789169532,4.069358772118035,0
7.080794504276835,5.040319510799422,4.825792283459244,0
7.60952119012474,7.030699301374778,3.145842902755236,0
6.887863943894864,7.488703142936128,5.454487652366452,0
9.879071257570804,6.24024762050264,4.218831154474738,0
7.638761770450097,6.5480978205934415,4.496626599284417,0
6.961891686003921,3.692065358403253,3.4467284598639263,0
8.060609623630814,5.620298799083457,3.6009056695460324,0
7.240271791102996,5.9278681269137286,3.832597166985505,0
7.486779708528253,4.960558357925921,5.048833995025392,0
8.410460642866257,5.68171619688383,2.977359946090722,0
6.143921454143699,12.062536203606816,3.476213303592504,0
6.096179889884819,8.063020678594038,5.142471131650314,0
6.3848240094579065,6.697657120584026,4.144998517816148,0
9.46266601699853,2.9813789663386965,2.850183765643185,0
7.868147086463669,6.210993673823739,4.315898406460025,0
5.873157137066786,9.752878651924869,5.120887964619865,0
7.080794504276835,8.493528783857071,5.14411422012617,0
6.529304448100373,4.250150948976286,3.361088406841675,0
5.152203721876962,6.691806011874911,4.689842817950895,0
7.858662778844826,6.509065394637483,3.42247052094365,0
7.704410252313842,8.12440319025818,3.0313643685904275,0
6.728004385653386,7.663987986322337,4.410697353226663,0
10.46450247726032,6.879857695471123,4.956358408285043,0
9.112786250314787,6.962789991381202,4.567087633865015,0
8.07980835815327,7.295211586223173,3.6110574411161216,0
7.078659419377965,3.9143531837208743,3.696640140724124,0
7.080794504276835,10.338233980802318,4.093097748782288,0
8.043889299098865,7.837861188542399,3.1599493699500583,0
7.040244978430556,6.422359010887423,3.993409763685828,0
5.483974108801343,7.607610852809875,4.063613621049694,0
8.534406879569957,2.9937440607391426,2.5447337011519235,0
7.26659453474728,8.261778152453603,3.357439470656984,0
6.256651147926919,11.586151077767036,4.181050752789532,0
7.240351005742477,6.737176049704408,3.782971899999771,0
8.692115322047213,9.202633941435824,2.283475159435164,0
8.639540977998708,8.4516010448867,4.192932215458884,0
7.179864148534108,8.263503442433247,3.878447313763328,0
7.163999222574383,9.412034556261546,3.3543222667273684,0
8.926113143092786,7.07622168565009,2.752134121425607,0
6.35311030182946,3.723776180465787,2.856175486931272,0
6.681553567542745,6.30445910663101,2.9567480753018724,0
5.44532598066911,7.208945954961548,3.946989523134861,0
7.539881892843843,7.442998712138735,4.531593669500014,0
7.080794504276835,8.092377054691525,4.482459763675931,0
4.370476580258797,8.117114132677262,4.64938203413864,0
10.316400384553162,3.445514571005745,3.4073494284238364,0
6.599593818953803,6.23423148205243,4.702310752770497,0
4.197583589415031,7.105204272353481,5.206480177207682,0
7.920794564373236,6.947895137367302,3.3743265226271983,0
6.330732765446402,8.076426482257103,3.9400004233930663,0
7.080794504276835,7.729588419260772,5.128346524187511,0
7.76414261000218,8.011206635842331,4.105178268056135,0
8.237142633897012,8.385216673487097,4.93910944137509,0
5.6792341150880805,8.882653709374503,2.3395727358561844,0
7.417570368300503,7.472115295676342,4.671557881112399,0
4.775983438506525,4.942929900651313,4.382161618971923,0
7.865094970430806,6.612899591983341,4.795025554920153,0
5.903465715091598,7.692154202402315,4.5870867193147005,0
7.705711006313976,8.226228135087709,3.8619560774085047,0
7.815121777828159,9.186893055149625,3.096163272201657,0
6.139743031734375,9.49458169766203,3.841221573687875,0
5.041405027891031,7.842974787706206,4.543685761333924,0
8.675192691679182,8.630380615158643,4.978575359632432,0
7.689358003612376,6.269309000717355,4.978556094767624,0
8.57012912066282,5.661696966941969,4.60440456098565,0
5.6717623259348064,5.314759315288798,3.268693506763812,0
6.624806427804383,5.980401833086066,2.8409107556338893,0
6.541007699013848,7.108628055021516,2.355934229271096,0
7.080794504276835,5.131839261435882,6.739,0
9.241197563363231,4.1161831359475975,5.265728857736182,0
7.080794504276835,7.575278808242918,4.514981623747227,0
6.340809022225877,7.599751702318177,5.458609690232223,0
5.980357226763917,3.6885044472211,4.24724014869094,0
7.605978830252509,8.432638578614592,3.242849929074104,0
6.427512442841498,7.294554070379053,6.032994877321904,0
7.080794504276835,3.672270532953143,3.888235227107233,0
6.109073311509666,9.064612799735334,4.881101138250652,0
5.842933080915621,6.878347938601747,4.143224936339837,0
5.367546490440581,6.4814437212865865,4.267189590792987,0
5.345887146753815,9.72710331796349,2.9503609427959407,0
5.386307352101625,8.124231912485545,3.6625634650940575,0
9.919478425557038,7.03931085119713,4.117488039506429,0
7.080794504276835,6.331177450734106,4.328026356733113,0
7.121458434633312,7.089146215051552,3.7746005260862687,0
9.418296121790158,8.456177900240938,4.604633153598903,0
7.457164758414311,1.6839925807280034,4.106543051529011,0
5.272227560197716,8.84971666468826,5.068556188550558,0
7.291957039597602,7.628746941681399,4.237643894270578,0
7.803833220697706,6.664969394719985,2.9073872665012983,0
6.844350911056747,8.396404625630883,2.877062813201912,0
5.608745231813571,9.34598146539764,4.644211644910143,0
5.701154644911616,5.895464025261905,3.403136416178923,0
5.412762497595831,7.0701852477538,4.091205592856339,0
7.080794504276835,3.2961573212193027,3.912148350676072,0
5.018132384268232,10.711475410433692,4.286478967398262,0
4.552238410542729,8.86542199854777,3.932804333605565,0
7.080794504276835,6.072637611383181,4.613578721749679,0
7.025305941689352,5.239013199777052,5.989542790855565,0
5.770620969105658,6.341797302117964,4.240821477653531,0
8.437875983021623,7.40001948091398,3.815468994490743,0
5.90707826866672,7.924762106897907,4.296479908726679,0
6.8983413301771686,6.915070211677024,5.371284155719341,0
10.252734368477768,4.338353353084402,3.2903724922745674,0
8.206499937809191,6.662948925443871,4.225120930188118,0
7.286167388039818,6.856967134399797,4.686019915871022,0
8.809296431775966,4.930380712258765,3.879053740492374,0
6.641500687280974,7.327729345294117,4.694311215541648,0
